,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
0,0.35294117647058826,0.75,0.20766773162939298,0.0394961321835051,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.6666666666666666,0.375,0.5714285714285714,1.0,0.8571428571428571,0.7777777777777778,0.625,14.514492753623188,33.38333333333333,0.2,0.2857142857142857,0.7857142857142857,0.8,0.6666666666666666,0.1225,0.6666666666666666,0.75,1.0,0.75,0.75,0.25,1.0,0.12508858965272857,0.8333333333333334,0.0,0.0642123287671233,0.14009819967266776,1.0,1.0,1.0,1.0,0.1964203763194126,0.4135593220338983,0.0,0.3221552373775433,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.0,0.2,0.8333333333333334,0.9965174129353234,0.6666666666666666,0.5,0.38645980253878703,0.6,1.0,1.0,0.0,0.11151736745886655,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.18181818181818182,502.0,0.5,0.8,208500
1,0.11764705882352941,0.75,0.25559105431309903,0.0448713454392484,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.8333333333333334,0.25,0.5714285714285714,1.0,0.7142857142857143,0.6666666666666666,1.0,14.318840579710145,32.93333333333333,0.2,0.2857142857142857,0.2857142857142857,0.4,0.3333333333333333,0.0,0.3333333333333333,0.75,0.4,0.75,0.75,1.0,0.6666666666666666,0.1732813607370659,0.8333333333333334,0.0,0.12157534246575342,0.20654664484451718,1.0,1.0,1.0,1.0,0.2895823772372648,0.0,0.0,0.23775433308214017,0.0,0.5,0.6666666666666666,0.0,0.375,0.3333333333333333,0.3333333333333333,0.5,1.0,0.3333333333333333,0.6,0.8333333333333334,0.9830845771144279,0.6666666666666666,0.5,0.3244005641748942,0.6,1.0,1.0,0.34772462077012833,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.45454545454545453,501.75,0.5,0.8,181500
2,0.35294117647058826,0.75,0.21725239616613418,0.052583607936619224,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.6666666666666666,0.375,0.5714285714285714,1.0,0.8571428571428571,0.7777777777777778,0.625,14.5,33.36666666666667,0.2,0.2857142857142857,0.7857142857142857,0.8,0.6666666666666666,0.10125,0.6666666666666666,0.75,1.0,0.75,0.75,0.5,1.0,0.08610914245216159,0.8333333333333334,0.0,0.1857876712328767,0.15057283142389524,1.0,1.0,1.0,1.0,0.21110601193207892,0.41937046004842615,0.0,0.33647324792765637,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.5,1.0,0.3333333333333333,0.6,0.8333333333333334,0.9955223880597015,0.6666666666666666,0.5,0.4287729196050776,0.6,1.0,1.0,0.0,0.07678244972577697,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.8181818181818182,502.0,0.5,0.8,223500
3,0.4117647058823529,0.75,0.19169329073482427,0.044637640515085654,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,0.7083333333333334,0.375,0.5714285714285714,1.0,0.8571428571428571,0.7777777777777778,0.625,13.876811594202898,32.833333333333336,0.2,0.2857142857142857,0.35714285714285715,0.5333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.75,0.2,0.5,1.0,0.25,0.6666666666666666,0.03827072997873848,0.8333333333333334,0.0,0.23116438356164384,0.1237315875613748,1.0,0.75,1.0,1.0,0.22051399724644333,0.36610169491525424,0.0,0.323474001507159,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.6666666666666666,0.5833333333333334,1.0,0.3333333333333333,0.8,0.3333333333333333,0.9940298507462687,0.3333333333333333,0.75,0.4527503526093089,0.6,1.0,1.0,0.0,0.06398537477148081,0.4927536231884058,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.18181818181818182,501.5,0.5,0.2,140000
4,0.35294117647058826,0.75,0.268370607028754,0.0666526443712169,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,1.0,0.375,0.5714285714285714,1.0,0.8571428571428571,0.8888888888888888,0.625,14.492753623188406,33.333333333333336,0.2,0.2857142857142857,0.7857142857142857,0.8,0.6666666666666666,0.21875,0.6666666666666666,0.75,1.0,0.75,0.75,0.75,1.0,0.11605244507441531,0.8333333333333334,0.0,0.20976027397260275,0.18739770867430441,1.0,1.0,1.0,1.0,0.26273519963285913,0.5099273607748184,0.0,0.41409193669932176,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.6666666666666666,0.75,1.0,0.3333333333333333,0.6,0.8333333333333334,0.9950248756218906,0.6666666666666666,0.75,0.5895627644569816,0.6,1.0,1.0,0.22403733955659277,0.15356489945155394,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,1.0909090909090908,502.0,0.5,0.8,250000
5,0.29411764705882354,0.75,0.2715654952076677,0.06597490009114491,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.4583333333333333,0.375,0.5714285714285714,1.0,0.2857142857142857,0.5555555555555556,0.625,14.442028985507246,33.25,0.2,0.2857142857142857,0.7857142857142857,0.8,0.3333333333333333,0.0,0.3333333333333333,0.75,0.8,0.75,0.75,0.25,1.0,0.12969525159461376,0.8333333333333334,0.0,0.0273972602739726,0.13027823240589198,1.0,1.0,1.0,1.0,0.18265259293253785,0.27409200968523,0.0,0.2565938206480784,0.3333333333333333,0.0,0.3333333333333333,0.5,0.125,0.3333333333333333,0.3333333333333333,0.4166666666666667,1.0,0.0,0.2,0.8333333333333334,0.9915422885572139,0.3333333333333333,0.5,0.3385049365303244,0.6,1.0,1.0,0.046674445740956826,0.054844606946983544,0.0,0.6299212598425197,0.0,0.0,0.0,0.5,0.25,0.04516129032258064,0.9090909090909091,502.25,0.5,0.8,143000
6,0.11764705882352941,0.75,0.23961661341853036,0.047133609105143845,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.7916666666666666,0.375,0.5714285714285714,1.0,0.7142857142857143,0.8888888888888888,0.625,14.521739130434783,33.416666666666664,0.2,0.2857142857142857,0.7857142857142857,0.8,1.0,0.11625,0.6666666666666666,0.75,1.0,1.0,0.75,0.75,1.0,0.24255846917080084,0.8333333333333334,0.0,0.13570205479452055,0.27594108019639935,1.0,1.0,1.0,1.0,0.38871041762276276,0.0,0.0,0.31914091936699324,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.5833333333333334,1.0,0.3333333333333333,0.8,0.8333333333333334,0.9970149253731343,0.6666666666666666,0.5,0.44851904090267986,0.6,1.0,1.0,0.2975495915985998,0.10420475319926874,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.7272727272727273,501.75,0.5,0.8,307000
7,0.35294117647058826,0.75,0.0,0.048526490453153846,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,0.5416666666666666,0.875,0.5714285714285714,1.0,0.8571428571428571,0.7777777777777778,0.75,14.297101449275363,32.88333333333333,0.2,0.2857142857142857,0.5714285714285714,0.6,1.0,0.15,0.3333333333333333,0.75,0.4,0.75,0.75,0.5,0.6666666666666666,0.15219702338766833,0.16666666666666666,0.021709633649932156,0.09246575342465753,0.18117839607201308,1.0,1.0,1.0,1.0,0.25401560348783847,0.47602905569007264,0.0,0.3937452901281085,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.3333333333333333,0.5833333333333334,1.0,0.6666666666666666,0.6,0.8333333333333334,0.9815920398009951,0.6666666666666666,0.5,0.34132581100141046,0.6,1.0,1.0,0.2742123687281214,0.37294332723948814,0.41304347826086957,0.0,0.0,0.0,0.0,1.0,0.25,0.02258064516129032,1.0,502.25,0.5,0.8,200000
8,0.29411764705882354,0.25,0.16293929712460065,0.028605482717520857,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.20833333333333334,0.0,0.5714285714285714,1.0,0.2857142857142857,0.7777777777777778,0.625,13.992753623188406,32.5,0.2,0.2857142857142857,0.7142857142857143,0.5333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.75,0.2,0.5,0.75,0.25,0.8333333333333334,0.0,0.8333333333333334,0.0,0.4075342465753425,0.155810147299509,1.0,0.75,1.0,0.5,0.23451124368976595,0.3641646489104116,0.0,0.3342125094197438,0.0,0.0,0.6666666666666666,0.0,0.25,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.6,0.3333333333333333,0.9606965174129353,0.3333333333333333,0.5,0.3300423131170663,0.4,1.0,1.0,0.10501750291715285,0.0,0.3713768115942029,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.36363636363636365,502.0,0.5,0.2,129900
9,1.1176470588235294,0.75,0.1597444089456869,0.03468181074575241,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.125,0.0,0.14285714285714285,0.0,0.0,0.5555555555555556,0.75,14.05072463768116,32.5,0.2,0.2857142857142857,0.2857142857142857,0.4,0.3333333333333333,0.0,0.3333333333333333,0.75,0.2,0.5,0.75,0.25,1.0,0.15077958894401133,0.8333333333333334,0.0,0.059931506849315065,0.16219312602291325,1.0,1.0,1.0,1.0,0.2471317117944011,0.0,0.0,0.20290128108515448,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.6666666666666666,0.3333333333333333,0.4166666666666667,1.0,0.6666666666666666,0.6,0.8333333333333334,0.9646766169154228,0.6666666666666666,0.25,0.14456981664315938,0.8,1.0,1.0,0.0,0.007312614259597806,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.09090909090909091,502.0,0.5,0.8,118000
