,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,SalePrice,Bath,OverallQual_0.5,OverallQual_2,OverallQual_3,OverallQual_4,GrLivArea_0.5,GrLivArea_2,GrLivArea_3,GrLivArea_4,Neighborhood_0.5,Neighborhood_2,Neighborhood_3,Neighborhood_4,ExterQual_0.5,ExterQual_2,ExterQual_3,ExterQual_4,KitchenQual_0.5,KitchenQual_2,KitchenQual_3,KitchenQual_4,Bath_0.5,Bath_2,Bath_3,Bath_4,TotalBsmtSF_0.5,TotalBsmtSF_2,TotalBsmtSF_3,TotalBsmtSF_4,GarageCars_0.5,GarageCars_2,GarageCars_3,GarageCars_4,GarageArea_0.5,GarageArea_2,GarageArea_3,GarageArea_4,1stFlrSF_0.5,1stFlrSF_2,1stFlrSF_3,1stFlrSF_4,BsmtQual_0.5,BsmtQual_2,BsmtQual_3,BsmtQual_4,GarageFinish_0.5,GarageFinish_2,GarageFinish_3,GarageFinish_4,TotRmsAbvGrd_0.5,TotRmsAbvGrd_2,TotRmsAbvGrd_3,TotRmsAbvGrd_4,YearBuilt_0.5,YearBuilt_2,YearBuilt_3,YearBuilt_4,FireplaceQu_0.5,FireplaceQu_2,FireplaceQu_3,FireplaceQu_4,Foundation_0.5,Foundation_2,Foundation_3,Foundation_4,YearRemodAdd_0.5,YearRemodAdd_2,YearRemodAdd_3,YearRemodAdd_4,GarageType_0.5,GarageType_2,GarageType_3,GarageType_4,MasVnrArea_0.5,MasVnrArea_2,MasVnrArea_3,MasVnrArea_4,MSSubClass_0.5,MSSubClass_2,MSSubClass_3,MSSubClass_4,Fireplaces_0.5,Fireplaces_2,Fireplaces_3,Fireplaces_4,MasVnrType_0.5,MasVnrType_2,MasVnrType_3,MasVnrType_4,HeatingQC_0.5,HeatingQC_2,HeatingQC_3,HeatingQC_4,BsmtFinSF1_0.5,BsmtFinSF1_2,BsmtFinSF1_3,BsmtFinSF1_4,BsmtFinType1_0.5,BsmtFinType1_2,BsmtFinType1_3,BsmtFinType1_4
0,1.0,0.75,0.35714285714285715,0.12165099840198097,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.6666666666666666,0.375,0.5714285714285714,1.0,0.8571428571428571,0.7777777777777778,0.625,0.9492753623188406,0.8833333333333333,0.2,0.2857142857142857,0.7857142857142857,0.8,0.6666666666666666,0.1225,0.6666666666666666,0.75,1.0,0.75,0.75,0.25,1.0,0.3226691042047532,0.8333333333333334,0.0,0.0642123287671233,0.26699937616968183,1.0,1.0,1.0,1.0,0.2957843814789219,0.4135593220338983,0.41284403669724773,0.375,0.6666666666666666,0.6666666666666666,1.0,0.0,0.2,0.8333333333333334,0.6666666666666666,0.5,0.4491803278688525,0.6,1.0,1.0,0.0,0.11151736745886655,0.0,0.0,0.0,0.0,1.0,0.75,0.5,0.8,208500,0.7222222222222222,0.8819171036881969,0.6049382716049383,0.4705075445816187,0.3659503124523701,0.6425294053171791,0.17044019863647844,0.0703652196205645,0.029049861311242223,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.8498365855987975,0.5216049382716049,0.37671467764060357,0.27207171162932475,0.5167198236662512,0.07128866687499927,0.019034029583593064,0.005082074024814617,0.7071067811865476,0.25,0.125,0.0625,0.6702091672521739,0.20176296694436982,0.09062795564386447,0.04070829483019486,0.5438606268879205,0.08748840032686839,0.025877702377263074,0.007654220191754385,0.8660254037844386,0.5625,0.421875,0.31640625,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.9743076322798876,0.9011237135055661,0.8554145396320953,0.8120239470420615,0.4472135954999579,0.04000000000000001,0.008000000000000002,0.0016000000000000003,1.0,1.0,1.0,1.0,0.939858145324779,0.7802777777777777,0.6892453703703703,0.6088334104938271,0.9128709291752769,0.6944444444444445,0.5787037037037038,0.4822530864197532,0.35,0.015006249999999999,0.0018382656249999998,0.00022518753906249997,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083,1.0,1.0,1.0,1.0,0.5680397030179785,0.10411535080829788,0.0335948069792771,0.010840006273934933,1.0,1.0,1.0,1.0
1,0.7857142857142857,0.75,0.43956043956043955,0.13820705143893697,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.8333333333333334,0.25,0.5714285714285714,1.0,0.7142857142857143,0.6666666666666666,1.0,0.7536231884057971,0.43333333333333335,0.2,0.2857142857142857,0.2857142857142857,0.4,0.3333333333333333,0.0,0.3333333333333333,0.75,0.4,0.75,0.75,1.0,0.6666666666666666,0.4469835466179159,0.8333333333333334,0.0,0.12157534246575342,0.3936369307548347,1.0,1.0,1.0,1.0,0.4360746371803732,0.0,0.30468372766779334,0.375,0.3333333333333333,0.5,1.0,0.3333333333333333,0.6,0.8333333333333334,0.6666666666666666,0.5,0.3770491803278688,0.6,1.0,1.0,0.34772462077012833,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.5,0.8,181500,0.5277777777777778,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.5519816370748155,0.09283217390554205,0.028284452793045405,0.008617812512028804,0.9128709291752769,0.6944444444444445,0.5787037037037038,0.4822530864197532,0.5773502691896257,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.5773502691896257,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.7264831572567789,0.2785493827160494,0.1470121742112483,0.07758975861149216,0.6274049177005506,0.15495003325408652,0.06099405551049819,0.02400951280544252,0.7071067811865476,0.25,0.125,0.0625,0.6140433049287882,0.14216608438591774,0.053603605588132916,0.020211195549623886,0.6603594757254364,0.19016108919199412,0.08292442797522342,0.036161239842685544,0.8660254037844386,0.5625,0.421875,0.31640625,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.7071067811865476,0.25,0.125,0.0625,0.8681147322824312,0.5679479101029196,0.4280187148601713,0.322564828590274,0.7745966692414834,0.36,0.21599999999999997,0.1296,0.6324555320336759,0.16000000000000003,0.06400000000000002,0.025600000000000005,0.6582805886043833,0.1877777777777778,0.08137037037037038,0.0352604938271605,0.9128709291752769,0.6944444444444445,0.5787037037037038,0.4822530864197532,0.0,0.0,0.0,0.0,0.8864052604279183,0.6173469387755102,0.48505830903790087,0.38111724281549353,0.5773502691896257,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.5773502691896257,0.1111111111111111,0.03703703703703703,0.012345679012345677,1.0,1.0,1.0,1.0,0.668568281193414,0.19979429094713058,0.0893047607615602,0.03991775869506667,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083
2,1.0,0.75,0.37362637362637363,0.16196138840500424,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.6666666666666666,0.375,0.5714285714285714,1.0,0.8571428571428571,0.7777777777777778,0.625,0.9347826086956522,0.8666666666666667,0.2,0.2857142857142857,0.7857142857142857,0.8,0.6666666666666666,0.10125,0.6666666666666666,0.75,1.0,0.75,0.75,0.5,1.0,0.22212065813528337,0.8333333333333334,0.0,0.1857876712328767,0.28696194635059263,1.0,1.0,1.0,1.0,0.3178991015894955,0.41937046004842615,0.43119266055045874,0.375,0.6666666666666666,0.5,1.0,0.3333333333333333,0.6,0.8333333333333334,0.6666666666666666,0.5,0.49836065573770494,0.6,1.0,1.0,0.0,0.07678244972577697,0.0,0.0,0.0,0.0,1.0,0.75,0.5,0.8,223500,0.7222222222222222,0.8819171036881969,0.6049382716049383,0.4705075445816187,0.3659503124523701,0.6566526178661429,0.18592711051258315,0.08017040545037989,0.034568890423558304,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.8498365855987975,0.5216049382716049,0.37671467764060357,0.27207171162932475,0.5356882921537418,0.0823471586533204,0.02363050092359787,0.006781054538275121,0.7071067811865476,0.25,0.125,0.0625,0.7059466380242241,0.24836334318731526,0.12377451857203908,0.06168435023918014,0.5638254176511516,0.1010598387914084,0.032126831958567977,0.010213091016545453,0.8660254037844386,0.5625,0.421875,0.31640625,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.7071067811865476,0.25,0.125,0.0625,0.966841563388569,0.8738185255198488,0.8168303608120326,0.7635588155416827,0.7745966692414834,0.36,0.21599999999999997,0.1296,1.0,1.0,1.0,1.0,0.9309493362512627,0.7511111111111112,0.6509629629629631,0.564167901234568,0.9128709291752769,0.6944444444444445,0.5787037037037038,0.4822530864197532,0.31819805153394637,0.010251562500000002,0.001037970703125,0.00010509453369140627,1.0,1.0,1.0,1.0,0.5773502691896257,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083,1.0,1.0,1.0,1.0,0.4712967834977058,0.04933758677045143,0.01095889724425932,0.0024341974683318233,1.0,1.0,1.0,1.0
3,0.6428571428571429,0.75,0.32967032967032966,0.1374872230460258,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,0.7083333333333334,0.375,0.5714285714285714,1.0,0.8571428571428571,0.7777777777777778,0.625,0.3115942028985507,0.3333333333333333,0.2,0.2857142857142857,0.35714285714285715,0.5333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.75,0.2,0.5,1.0,0.25,0.6666666666666666,0.09872029250457039,0.8333333333333334,0.0,0.23116438356164384,0.23580786026200873,1.0,0.75,1.0,1.0,0.3320663441603317,0.36610169491525424,0.41453404152583295,0.375,0.6666666666666666,0.5833333333333334,1.0,0.3333333333333333,0.8,0.3333333333333333,0.3333333333333333,0.75,0.5262295081967213,0.6,1.0,1.0,0.0,0.06398537477148081,0.4927536231884058,0.0,0.0,0.0,1.0,0.75,0.5,0.2,140000,0.3888888888888889,0.8819171036881969,0.6049382716049383,0.4705075445816187,0.3659503124523701,0.6438431808490581,0.171838471583741,0.07123289611523016,0.02952846031623616,0.8416254115301732,0.5017361111111112,0.3553964120370371,0.2517391251929013,0.5773502691896257,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.6236095644623235,0.15123456790123457,0.05881344307270234,0.02287189452827313,0.4856005150965233,0.05560534696134704,0.013112177886081834,0.003091954610691786,0.8660254037844386,0.5625,0.421875,0.31640625,0.7254167824063084,0.2769174952969632,0.14572215736118882,0.07668329920154363,0.5762519797452601,0.11026805692400786,0.03661631054041864,0.012159044377796238,0.7071067811865476,0.25,0.125,0.0625,0.5773502691896257,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.7637626158259734,0.34027777777777785,0.1984953703703704,0.11578896604938274,0.5582062368861089,0.0970909472799832,0.030252976326371573,0.009426652043724476,0.8944271909999159,0.6400000000000001,0.5120000000000001,0.4096000000000001,0.4472135954999579,0.04000000000000001,0.008000000000000002,0.0016000000000000003,0.5773502691896257,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.5773502691896257,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.0,0.0,0.0,0.0,0.8017837257372732,0.41326530612244905,0.26567055393586014,0.1707882132444815,0.5773502691896257,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.5773502691896257,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.8660254037844386,0.5625,0.421875,0.31640625,0.3141978556651372,0.009745696152187936,0.0009620979748046592,9.497859349077074e-05,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083
4,1.0,0.75,0.46153846153846156,0.20529505765825426,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,1.0,0.375,0.5714285714285714,1.0,0.8571428571428571,0.8888888888888888,0.625,0.927536231884058,0.8333333333333334,0.2,0.2857142857142857,0.7857142857142857,0.8,0.6666666666666666,0.21875,0.6666666666666666,0.75,1.0,0.75,0.75,0.75,1.0,0.2993601462522852,0.8333333333333334,0.0,0.20976027397260275,0.35714285714285715,1.0,1.0,1.0,1.0,0.3956461644782308,0.5099273607748184,0.5306615161757605,0.5,0.6666666666666666,0.75,1.0,0.3333333333333333,0.6,0.8333333333333334,0.6666666666666666,0.75,0.6852459016393443,0.6,1.0,1.0,0.22403733955659277,0.15356489945155394,0.0,0.0,0.0,0.0,1.0,0.75,0.5,0.8,250000,0.7222222222222222,0.9428090415820634,0.7901234567901234,0.7023319615912207,0.624295076969974,0.7284651784236228,0.2816016447499569,0.14943515576060004,0.07929948632588095,1.0,1.0,1.0,1.0,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.8498365855987975,0.5216049382716049,0.37671467764060357,0.27207171162932475,0.5976143046671968,0.12755102040816327,0.04555393586005831,0.016269262807163683,0.8660254037844386,0.5625,0.421875,0.31640625,0.8277958091457968,0.4695619457135179,0.32176539886598443,0.22048842086226475,0.6290041052952126,0.15653588746633526,0.06193282347925151,0.02450348406487318,0.8660254037844386,0.5625,0.421875,0.31640625,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.8660254037844386,0.5625,0.421875,0.31640625,0.9630868246861536,0.860323461457677,0.7979811816419033,0.740156458334519,0.7745966692414834,0.36,0.21599999999999997,0.1296,1.0,1.0,1.0,1.0,0.9128709291752769,0.6944444444444445,0.5787037037037038,0.4822530864197532,0.9128709291752769,0.6944444444444445,0.5787037037037038,0.4822530864197532,0.46770717334674267,0.0478515625,0.010467529296875,0.0022897720336914062,1.0,1.0,1.0,1.0,0.5773502691896257,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083,1.0,1.0,1.0,1.0,0.5471381418364883,0.08961649716418958,0.02682760769768929,0.008031116563979198,1.0,1.0,1.0,1.0
5,0.42857142857142855,0.75,0.46703296703296704,0.203207555318812,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.4583333333333333,0.375,0.5714285714285714,1.0,0.2857142857142857,0.5555555555555556,0.625,0.8768115942028986,0.75,0.2,0.2857142857142857,0.7857142857142857,0.8,0.3333333333333333,0.0,0.3333333333333333,0.75,0.8,0.75,0.75,0.25,1.0,0.33455210237659966,0.8333333333333334,0.0,0.0273972602739726,0.24828446662507797,1.0,1.0,1.0,1.0,0.2750518313752592,0.27409200968523,0.3288266537904394,0.125,0.3333333333333333,0.4166666666666667,1.0,0.0,0.2,0.8333333333333334,0.3333333333333333,0.5,0.39344262295081966,0.6,1.0,1.0,0.046674445740956826,0.054844606946983544,0.0,0.0,0.0,0.0,0.5,0.25,0.5,0.8,143000,0.5,0.7453559924999299,0.308641975308642,0.1714677640603567,0.09525986892242037,0.5734340884447309,0.1081269682430175,0.03555502915185655,0.011691441261426514,0.67700320038633,0.21006944444444442,0.09628182870370369,0.044129171489197525,0.5773502691896257,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.5773502691896257,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.7071067811865476,0.25,0.125,0.0625,0.4982815134289832,0.06164517636729946,0.015305539734363808,0.0038001277693554556,0.7071067811865476,0.25,0.125,0.0625,0.62725004818718,0.15479709755442084,0.06090377608698525,0.023962141411272887,0.5244538410339457,0.07565350994288401,0.020808636459756627,0.00572345356667805,0.8660254037844386,0.5625,0.421875,0.31640625,0.5773502691896257,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.6454972243679028,0.17361111111111113,0.07233796296296298,0.030140817901234573,0.9363821838346235,0.7687985717286284,0.6740915012982902,0.591051243891979,0.4472135954999579,0.04000000000000001,0.008000000000000002,0.0016000000000000003,0.8944271909999159,0.6400000000000001,0.5120000000000001,0.4096000000000001,0.8660254037844386,0.5625,0.421875,0.31640625,0.9128709291752769,0.6944444444444445,0.5787037037037038,0.4822530864197532,0.0,0.0,0.0,0.0,0.6546536707079771,0.18367346938775508,0.07871720116618075,0.033735943356934604,0.0,0.0,0.0,0.0,0.5773502691896257,0.1111111111111111,0.03703703703703703,0.012345679012345677,1.0,1.0,1.0,1.0,0.5784047911079226,0.11192510920460282,0.03744478059313038,0.012527230070462267,1.0,1.0,1.0,1.0
6,0.7857142857142857,0.75,0.41208791208791207,0.1451749902823167,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.7916666666666666,0.375,0.5714285714285714,1.0,0.7142857142857143,0.8888888888888888,0.625,0.9565217391304348,0.9166666666666666,0.2,0.2857142857142857,0.7857142857142857,0.8,1.0,0.11625,0.6666666666666666,0.75,1.0,1.0,0.75,0.75,1.0,0.6256855575868373,0.8333333333333334,0.0,0.13570205479452055,0.5258889582033687,1.0,1.0,1.0,1.0,0.585348997926745,0.0,0.40898116851762434,0.375,0.6666666666666666,0.5833333333333334,1.0,0.3333333333333333,0.8,0.8333333333333334,0.6666666666666666,0.5,0.521311475409836,0.6,1.0,1.0,0.2975495915985998,0.10420475319926874,0.0,0.0,0.0,0.0,1.0,0.75,0.5,0.8,307000,0.6111111111111112,0.9428090415820634,0.7901234567901234,0.7023319615912207,0.624295076969974,0.6395163551603855,0.16726559620204143,0.06840847898750801,0.027977779672824377,0.8897565210026093,0.626736111111111,0.4961660879629629,0.39279815297067894,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.7817359599705717,0.37345679012345684,0.22822359396433475,0.1394699740893157,0.7251820172917753,0.27655919636022447,0.1454394276554393,0.07648498909141319,0.7071067811865476,0.25,0.125,0.0625,0.7220190270414181,0.2717656543939801,0.14167455425784534,0.07385657090818822,0.7650810401040827,0.34263344937384455,0.200560146247164,0.11739768062981887,1.0,1.0,1.0,1.0,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.7637626158259734,0.34027777777777785,0.1984953703703704,0.11578896604938274,0.9780192938436515,0.9149338374291116,0.8751541053669764,0.83710392687276,0.8944271909999159,0.6400000000000001,0.5120000000000001,0.4096000000000001,1.0,1.0,1.0,1.0,0.9574271077563381,0.8402777777777777,0.7702546296296295,0.7060667438271604,0.9128709291752769,0.6944444444444445,0.5787037037037038,0.4822530864197532,0.3409545424246464,0.013514062500000002,0.0015710097656250002,0.0001826298852539063,0.8864052604279183,0.6173469387755102,0.48505830903790087,0.38111724281549353,0.5773502691896257,0.1111111111111111,0.03703703703703703,0.012345679012345677,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7910028808966737,0.3914824169727515,0.24494489434903877,0.15325848279882728,1.0,1.0,1.0,1.0
7,1.0,0.75,0.0,0.14946516750406702,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,0.5416666666666666,0.875,0.5714285714285714,1.0,0.8571428571428571,0.7777777777777778,0.75,0.7318840579710145,0.38333333333333336,0.2,0.2857142857142857,0.5714285714285714,0.6,1.0,0.15,0.3333333333333333,0.75,0.4,0.75,0.75,0.5,0.6666666666666666,0.39259597806215724,0.16666666666666666,0.021709633649932156,0.09246575342465753,0.34529008109794135,1.0,1.0,1.0,1.0,0.38251554941257776,0.47602905569007264,0.5045871559633027,0.375,0.3333333333333333,0.5833333333333334,1.0,0.6666666666666666,0.6,0.8333333333333334,0.6666666666666666,0.5,0.39672131147540984,0.6,1.0,1.0,0.2742123687281214,0.37294332723948814,0.41304347826086957,0.0,0.0,0.0,1.0,0.25,0.5,0.8,200000,0.7222222222222222,0.8819171036881969,0.6049382716049383,0.4705075445816187,0.3659503124523701,0.7103429847357562,0.2546081979631344,0.12847202649515954,0.06482533447003463,0.7359800721939872,0.29340277777777773,0.1589265046296296,0.08608519000771603,0.5773502691896257,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.5773502691896257,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.8498365855987975,0.5216049382716049,0.37671467764060357,0.27207171162932475,0.5876138877681001,0.11922524010462292,0.041167292824646776,0.014214657878004983,0.7071067811865476,0.25,0.125,0.0625,0.629858167745255,0.15738779897876914,0.06243909402108547,0.02477091926738145,0.6184784146698878,0.1463181455424062,0.05596896583118303,0.02140899971496877,0.8660254037844386,0.5625,0.421875,0.31640625,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.7637626158259734,0.34027777777777785,0.1984953703703704,0.11578896604938274,0.8555022255792293,0.5356542743121193,0.3920368239530729,0.2869255015888432,0.7745966692414834,0.36,0.21599999999999997,0.1296,0.6324555320336759,0.16000000000000003,0.06400000000000002,0.025600000000000005,0.6191391873668903,0.14694444444444446,0.056328703703703714,0.021592669753086425,0.9128709291752769,0.6944444444444445,0.5787037037037038,0.4822530864197532,0.3872983346207417,0.0225,0.0033749999999999995,0.00050625,1.0,1.0,1.0,1.0,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6265747984575802,0.15413160199058185,0.06051144703377962,0.023756550732183135,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083
8,0.42857142857142855,0.25,0.2802197802197802,0.08810699529232231,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.20833333333333334,0.0,0.5714285714285714,1.0,0.2857142857142857,0.7777777777777778,0.625,0.427536231884058,0.0,0.2,0.2857142857142857,0.7142857142857143,0.5333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.75,0.2,0.5,0.75,0.25,0.8333333333333334,0.0,0.8333333333333334,0.0,0.4075342465753425,0.29694323144104806,1.0,0.75,1.0,0.5,0.35314443676572216,0.3641646489104116,0.4282955094157412,0.25,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.6,0.3333333333333333,0.3333333333333333,0.5,0.3836065573770492,0.4,1.0,1.0,0.10501750291715285,0.0,0.3713768115942029,0.0,0.0,0.0,1.0,0.75,0.5,0.2,129900,0.4444444444444444,0.8819171036881969,0.6049382716049383,0.4705075445816187,0.3659503124523701,0.6544429000422735,0.18343704338568925,0.0785652619425912,0.03364914888608324,0.45643546458763845,0.04340277777777778,0.009042245370370372,0.0018838011188271608,0.5773502691896257,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.5773502691896257,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.6666666666666666,0.19753086419753085,0.08779149519890259,0.039018442310623375,0.544924977809834,0.08817528269865184,0.02618305337776561,0.007774880478987169,0.7071067811865476,0.25,0.125,0.0625,0.619359796384177,0.14715399086267134,0.0564492358391231,0.021654297026811157,0.5942595701927922,0.12471099321857913,0.04404099345866892,0.015552831829564491,0.7071067811865476,0.25,0.125,0.0625,0.5773502691896257,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.6538625481582945,0.182787229573619,0.0781481633684313,0.033411171295198897,0.7745966692414834,0.36,0.21599999999999997,0.1296,0.4472135954999579,0.04000000000000001,0.008000000000000002,0.0016000000000000003,0.0,0.0,0.0,0.0,0.5773502691896257,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.0,0.0,0.0,0.0,0.6546536707079771,0.18367346938775508,0.07871720116618075,0.033735943356934604,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.5773502691896257,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.8660254037844386,0.5625,0.421875,0.31640625,0.0,0.0,0.0,0.0,0.9128709291752769,0.6944444444444445,0.5787037037037038,0.4822530864197532
9,0.21428571428571427,0.75,0.27472527472527475,0.10682253350801169,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.125,0.0,0.14285714285714285,0.0,0.0,0.5555555555555556,0.75,0.4855072463768116,0.0,0.2,0.2857142857142857,0.2857142857142857,0.4,0.3333333333333333,0.0,0.3333333333333333,0.75,0.2,0.5,0.75,0.25,1.0,0.3889396709323583,0.8333333333333334,0.0,0.059931506849315065,0.30910792264504056,1.0,1.0,1.0,1.0,0.37214927436074635,0.0,0.26001931434089814,0.25,0.3333333333333333,0.4166666666666667,1.0,0.6666666666666666,0.6,0.8333333333333334,0.6666666666666666,0.25,0.1680327868852459,0.8,1.0,1.0,0.0,0.007312614259597806,0.0,0.0,0.0,0.0,1.0,0.75,0.5,0.8,118000,0.3888888888888889,0.7453559924999299,0.308641975308642,0.1714677640603567,0.09525986892242037,0.5099208902770097,0.0676100438303108,0.017579917239315485,0.004571118026736548,0.3535533905932738,0.015625,0.001953125,0.000244140625,0.5773502691896257,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.5773502691896257,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.6236095644623235,0.15123456790123457,0.05881344307270234,0.02287189452827313,0.5559747500067251,0.09554770784193238,0.029534553484514968,0.009129364473847266,0.5,0.0625,0.015625,0.00390625,0.4099180245918029,0.028235017468422465,0.004744408672972627,0.0007972162114421217,0.6100403874832767,0.13849508240723007,0.05154084442038243,0.019180887850985446,0.7071067811865476,0.25,0.125,0.0625,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.6454972243679028,0.17361111111111113,0.07233796296296298,0.030140817901234573,0.6967835003620648,0.23571728628439403,0.11444245058735072,0.055562639053278975,0.7745966692414834,0.36,0.21599999999999997,0.1296,0.4472135954999579,0.04000000000000001,0.008000000000000002,0.0016000000000000003,0.0,0.0,0.0,0.0,0.9128709291752769,0.6944444444444445,0.5787037037037038,0.4822530864197532,0.0,0.0,0.0,0.0,0.4629100498862757,0.04591836734693877,0.009839650145772594,0.0021084964598084128,0.816496580927726,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.5773502691896257,0.1111111111111111,0.03703703703703703,0.012345679012345677,1.0,1.0,1.0,1.0,0.6236502793492186,0.15127406762497117,0.058836486082655605,0.022883843535804353,1.0,1.0,1.0,1.0
