,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,SalePrice,Bath,OverallQual2,OverallQual3,OverallQual4,GrLivArea2,GrLivArea3,GrLivArea4,Neighborhood2,Neighborhood3,Neighborhood4,ExterQual2,ExterQual3,ExterQual4,KitchenQual2,KitchenQual3,KitchenQual4,Bath2,Bath3,Bath4,TotalBsmtSF2,TotalBsmtSF3,TotalBsmtSF4,GarageCars2,GarageCars3,GarageCars4,GarageArea2,GarageArea3,GarageArea4,1stFlrSF2,1stFlrSF3,1stFlrSF4,BsmtQual2,BsmtQual3,BsmtQual4,GarageFinish2,GarageFinish3,GarageFinish4,TotRmsAbvGrd2,TotRmsAbvGrd3,TotRmsAbvGrd4,YearBuilt2,YearBuilt3,YearBuilt4,FireplaceQu2,FireplaceQu3,FireplaceQu4
0,1.0,0.75,0.35714285714285715,0.12165099840198097,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.6666666666666666,0.375,0.5714285714285714,1.0,0.8571428571428571,0.7777777777777778,0.625,0.9492753623188406,0.8833333333333333,0.2,0.2857142857142857,0.7857142857142857,0.8,0.6666666666666666,0.1225,0.6666666666666666,0.75,1.0,0.75,0.75,0.25,1.0,0.3226691042047532,0.8333333333333334,0.0,0.0642123287671233,0.26699937616968183,1.0,1.0,1.0,1.0,0.2957843814789219,0.4135593220338983,0.41284403669724773,0.375,0.6666666666666666,0.6666666666666666,1.0,0.0,0.2,0.8333333333333334,0.6666666666666666,0.5,0.4491803278688525,0.6,1.0,1.0,0.0,0.11151736745886655,0.0,0.0,0.0,0.0,1.0,0.75,0.5,0.8,208500,0.7222222222222222,0.6049382716049383,0.4705075445816187,0.3659503124523701,0.17044019863647844,0.0703652196205645,0.029049861311242223,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.5216049382716049,0.37671467764060357,0.27207171162932475,0.07128866687499927,0.019034029583593064,0.005082074024814617,0.25,0.125,0.0625,0.20176296694436982,0.09062795564386447,0.04070829483019486,0.08748840032686839,0.025877702377263074,0.007654220191754385,0.5625,0.421875,0.31640625,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.9011237135055661,0.8554145396320953,0.8120239470420615,0.04000000000000001,0.008000000000000002,0.0016000000000000003
1,0.7857142857142857,0.75,0.43956043956043955,0.13820705143893697,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.8333333333333334,0.25,0.5714285714285714,1.0,0.7142857142857143,0.6666666666666666,1.0,0.7536231884057971,0.43333333333333335,0.2,0.2857142857142857,0.2857142857142857,0.4,0.3333333333333333,0.0,0.3333333333333333,0.75,0.4,0.75,0.75,1.0,0.6666666666666666,0.4469835466179159,0.8333333333333334,0.0,0.12157534246575342,0.3936369307548347,1.0,1.0,1.0,1.0,0.4360746371803732,0.0,0.30468372766779334,0.375,0.3333333333333333,0.5,1.0,0.3333333333333333,0.6,0.8333333333333334,0.6666666666666666,0.5,0.3770491803278688,0.6,1.0,1.0,0.34772462077012833,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.5,0.8,181500,0.5277777777777778,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.09283217390554205,0.028284452793045405,0.008617812512028804,0.6944444444444445,0.5787037037037038,0.4822530864197532,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.2785493827160494,0.1470121742112483,0.07758975861149216,0.15495003325408652,0.06099405551049819,0.02400951280544252,0.25,0.125,0.0625,0.14216608438591774,0.053603605588132916,0.020211195549623886,0.19016108919199412,0.08292442797522342,0.036161239842685544,0.5625,0.421875,0.31640625,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.25,0.125,0.0625,0.5679479101029196,0.4280187148601713,0.322564828590274,0.36,0.21599999999999997,0.1296
2,1.0,0.75,0.37362637362637363,0.16196138840500424,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.6666666666666666,0.375,0.5714285714285714,1.0,0.8571428571428571,0.7777777777777778,0.625,0.9347826086956522,0.8666666666666667,0.2,0.2857142857142857,0.7857142857142857,0.8,0.6666666666666666,0.10125,0.6666666666666666,0.75,1.0,0.75,0.75,0.5,1.0,0.22212065813528337,0.8333333333333334,0.0,0.1857876712328767,0.28696194635059263,1.0,1.0,1.0,1.0,0.3178991015894955,0.41937046004842615,0.43119266055045874,0.375,0.6666666666666666,0.5,1.0,0.3333333333333333,0.6,0.8333333333333334,0.6666666666666666,0.5,0.49836065573770494,0.6,1.0,1.0,0.0,0.07678244972577697,0.0,0.0,0.0,0.0,1.0,0.75,0.5,0.8,223500,0.7222222222222222,0.6049382716049383,0.4705075445816187,0.3659503124523701,0.18592711051258315,0.08017040545037989,0.034568890423558304,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.5216049382716049,0.37671467764060357,0.27207171162932475,0.0823471586533204,0.02363050092359787,0.006781054538275121,0.25,0.125,0.0625,0.24836334318731526,0.12377451857203908,0.06168435023918014,0.1010598387914084,0.032126831958567977,0.010213091016545453,0.5625,0.421875,0.31640625,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.25,0.125,0.0625,0.8738185255198488,0.8168303608120326,0.7635588155416827,0.36,0.21599999999999997,0.1296
3,0.6428571428571429,0.75,0.32967032967032966,0.1374872230460258,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,0.7083333333333334,0.375,0.5714285714285714,1.0,0.8571428571428571,0.7777777777777778,0.625,0.3115942028985507,0.3333333333333333,0.2,0.2857142857142857,0.35714285714285715,0.5333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.75,0.2,0.5,1.0,0.25,0.6666666666666666,0.09872029250457039,0.8333333333333334,0.0,0.23116438356164384,0.23580786026200873,1.0,0.75,1.0,1.0,0.3320663441603317,0.36610169491525424,0.41453404152583295,0.375,0.6666666666666666,0.5833333333333334,1.0,0.3333333333333333,0.8,0.3333333333333333,0.3333333333333333,0.75,0.5262295081967213,0.6,1.0,1.0,0.0,0.06398537477148081,0.4927536231884058,0.0,0.0,0.0,1.0,0.75,0.5,0.2,140000,0.3888888888888889,0.6049382716049383,0.4705075445816187,0.3659503124523701,0.171838471583741,0.07123289611523016,0.02952846031623616,0.5017361111111112,0.3553964120370371,0.2517391251929013,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.15123456790123457,0.05881344307270234,0.02287189452827313,0.05560534696134704,0.013112177886081834,0.003091954610691786,0.5625,0.421875,0.31640625,0.2769174952969632,0.14572215736118882,0.07668329920154363,0.11026805692400786,0.03661631054041864,0.012159044377796238,0.25,0.125,0.0625,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.34027777777777785,0.1984953703703704,0.11578896604938274,0.0970909472799832,0.030252976326371573,0.009426652043724476,0.6400000000000001,0.5120000000000001,0.4096000000000001
4,1.0,0.75,0.46153846153846156,0.20529505765825426,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,1.0,0.375,0.5714285714285714,1.0,0.8571428571428571,0.8888888888888888,0.625,0.927536231884058,0.8333333333333334,0.2,0.2857142857142857,0.7857142857142857,0.8,0.6666666666666666,0.21875,0.6666666666666666,0.75,1.0,0.75,0.75,0.75,1.0,0.2993601462522852,0.8333333333333334,0.0,0.20976027397260275,0.35714285714285715,1.0,1.0,1.0,1.0,0.3956461644782308,0.5099273607748184,0.5306615161757605,0.5,0.6666666666666666,0.75,1.0,0.3333333333333333,0.6,0.8333333333333334,0.6666666666666666,0.75,0.6852459016393443,0.6,1.0,1.0,0.22403733955659277,0.15356489945155394,0.0,0.0,0.0,0.0,1.0,0.75,0.5,0.8,250000,0.7222222222222222,0.7901234567901234,0.7023319615912207,0.624295076969974,0.2816016447499569,0.14943515576060004,0.07929948632588095,1.0,1.0,1.0,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.5216049382716049,0.37671467764060357,0.27207171162932475,0.12755102040816327,0.04555393586005831,0.016269262807163683,0.5625,0.421875,0.31640625,0.4695619457135179,0.32176539886598443,0.22048842086226475,0.15653588746633526,0.06193282347925151,0.02450348406487318,0.5625,0.421875,0.31640625,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.5625,0.421875,0.31640625,0.860323461457677,0.7979811816419033,0.740156458334519,0.36,0.21599999999999997,0.1296
5,0.42857142857142855,0.75,0.46703296703296704,0.203207555318812,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.4583333333333333,0.375,0.5714285714285714,1.0,0.2857142857142857,0.5555555555555556,0.625,0.8768115942028986,0.75,0.2,0.2857142857142857,0.7857142857142857,0.8,0.3333333333333333,0.0,0.3333333333333333,0.75,0.8,0.75,0.75,0.25,1.0,0.33455210237659966,0.8333333333333334,0.0,0.0273972602739726,0.24828446662507797,1.0,1.0,1.0,1.0,0.2750518313752592,0.27409200968523,0.3288266537904394,0.125,0.3333333333333333,0.4166666666666667,1.0,0.0,0.2,0.8333333333333334,0.3333333333333333,0.5,0.39344262295081966,0.6,1.0,1.0,0.046674445740956826,0.054844606946983544,0.0,0.0,0.0,0.0,0.5,0.25,0.5,0.8,143000,0.5,0.308641975308642,0.1714677640603567,0.09525986892242037,0.1081269682430175,0.03555502915185655,0.011691441261426514,0.21006944444444442,0.09628182870370369,0.044129171489197525,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.25,0.125,0.0625,0.06164517636729946,0.015305539734363808,0.0038001277693554556,0.25,0.125,0.0625,0.15479709755442084,0.06090377608698525,0.023962141411272887,0.07565350994288401,0.020808636459756627,0.00572345356667805,0.5625,0.421875,0.31640625,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.17361111111111113,0.07233796296296298,0.030140817901234573,0.7687985717286284,0.6740915012982902,0.591051243891979,0.04000000000000001,0.008000000000000002,0.0016000000000000003
6,0.7857142857142857,0.75,0.41208791208791207,0.1451749902823167,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.7916666666666666,0.375,0.5714285714285714,1.0,0.7142857142857143,0.8888888888888888,0.625,0.9565217391304348,0.9166666666666666,0.2,0.2857142857142857,0.7857142857142857,0.8,1.0,0.11625,0.6666666666666666,0.75,1.0,1.0,0.75,0.75,1.0,0.6256855575868373,0.8333333333333334,0.0,0.13570205479452055,0.5258889582033687,1.0,1.0,1.0,1.0,0.585348997926745,0.0,0.40898116851762434,0.375,0.6666666666666666,0.5833333333333334,1.0,0.3333333333333333,0.8,0.8333333333333334,0.6666666666666666,0.5,0.521311475409836,0.6,1.0,1.0,0.2975495915985998,0.10420475319926874,0.0,0.0,0.0,0.0,1.0,0.75,0.5,0.8,307000,0.6111111111111112,0.7901234567901234,0.7023319615912207,0.624295076969974,0.16726559620204143,0.06840847898750801,0.027977779672824377,0.626736111111111,0.4961660879629629,0.39279815297067894,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.37345679012345684,0.22822359396433475,0.1394699740893157,0.27655919636022447,0.1454394276554393,0.07648498909141319,0.25,0.125,0.0625,0.2717656543939801,0.14167455425784534,0.07385657090818822,0.34263344937384455,0.200560146247164,0.11739768062981887,1.0,1.0,1.0,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.34027777777777785,0.1984953703703704,0.11578896604938274,0.9149338374291116,0.8751541053669764,0.83710392687276,0.6400000000000001,0.5120000000000001,0.4096000000000001
7,1.0,0.75,0.0,0.14946516750406702,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,0.5416666666666666,0.875,0.5714285714285714,1.0,0.8571428571428571,0.7777777777777778,0.75,0.7318840579710145,0.38333333333333336,0.2,0.2857142857142857,0.5714285714285714,0.6,1.0,0.15,0.3333333333333333,0.75,0.4,0.75,0.75,0.5,0.6666666666666666,0.39259597806215724,0.16666666666666666,0.021709633649932156,0.09246575342465753,0.34529008109794135,1.0,1.0,1.0,1.0,0.38251554941257776,0.47602905569007264,0.5045871559633027,0.375,0.3333333333333333,0.5833333333333334,1.0,0.6666666666666666,0.6,0.8333333333333334,0.6666666666666666,0.5,0.39672131147540984,0.6,1.0,1.0,0.2742123687281214,0.37294332723948814,0.41304347826086957,0.0,0.0,0.0,1.0,0.25,0.5,0.8,200000,0.7222222222222222,0.6049382716049383,0.4705075445816187,0.3659503124523701,0.2546081979631344,0.12847202649515954,0.06482533447003463,0.29340277777777773,0.1589265046296296,0.08608519000771603,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.5216049382716049,0.37671467764060357,0.27207171162932475,0.11922524010462292,0.041167292824646776,0.014214657878004983,0.25,0.125,0.0625,0.15738779897876914,0.06243909402108547,0.02477091926738145,0.1463181455424062,0.05596896583118303,0.02140899971496877,0.5625,0.421875,0.31640625,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.34027777777777785,0.1984953703703704,0.11578896604938274,0.5356542743121193,0.3920368239530729,0.2869255015888432,0.36,0.21599999999999997,0.1296
8,0.42857142857142855,0.25,0.2802197802197802,0.08810699529232231,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.20833333333333334,0.0,0.5714285714285714,1.0,0.2857142857142857,0.7777777777777778,0.625,0.427536231884058,0.0,0.2,0.2857142857142857,0.7142857142857143,0.5333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.75,0.2,0.5,0.75,0.25,0.8333333333333334,0.0,0.8333333333333334,0.0,0.4075342465753425,0.29694323144104806,1.0,0.75,1.0,0.5,0.35314443676572216,0.3641646489104116,0.4282955094157412,0.25,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.6,0.3333333333333333,0.3333333333333333,0.5,0.3836065573770492,0.4,1.0,1.0,0.10501750291715285,0.0,0.3713768115942029,0.0,0.0,0.0,1.0,0.75,0.5,0.2,129900,0.4444444444444444,0.6049382716049383,0.4705075445816187,0.3659503124523701,0.18343704338568925,0.0785652619425912,0.03364914888608324,0.04340277777777778,0.009042245370370372,0.0018838011188271608,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.19753086419753085,0.08779149519890259,0.039018442310623375,0.08817528269865184,0.02618305337776561,0.007774880478987169,0.25,0.125,0.0625,0.14715399086267134,0.0564492358391231,0.021654297026811157,0.12471099321857913,0.04404099345866892,0.015552831829564491,0.25,0.125,0.0625,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.182787229573619,0.0781481633684313,0.033411171295198897,0.36,0.21599999999999997,0.1296
9,0.21428571428571427,0.75,0.27472527472527475,0.10682253350801169,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.125,0.0,0.14285714285714285,0.0,0.0,0.5555555555555556,0.75,0.4855072463768116,0.0,0.2,0.2857142857142857,0.2857142857142857,0.4,0.3333333333333333,0.0,0.3333333333333333,0.75,0.2,0.5,0.75,0.25,1.0,0.3889396709323583,0.8333333333333334,0.0,0.059931506849315065,0.30910792264504056,1.0,1.0,1.0,1.0,0.37214927436074635,0.0,0.26001931434089814,0.25,0.3333333333333333,0.4166666666666667,1.0,0.6666666666666666,0.6,0.8333333333333334,0.6666666666666666,0.25,0.1680327868852459,0.8,1.0,1.0,0.0,0.007312614259597806,0.0,0.0,0.0,0.0,1.0,0.75,0.5,0.8,118000,0.3888888888888889,0.308641975308642,0.1714677640603567,0.09525986892242037,0.0676100438303108,0.017579917239315485,0.004571118026736548,0.015625,0.001953125,0.000244140625,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.15123456790123457,0.05881344307270234,0.02287189452827313,0.09554770784193238,0.029534553484514968,0.009129364473847266,0.0625,0.015625,0.00390625,0.028235017468422465,0.004744408672972627,0.0007972162114421217,0.13849508240723007,0.05154084442038243,0.019180887850985446,0.25,0.125,0.0625,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.17361111111111113,0.07233796296296298,0.030140817901234573,0.23571728628439403,0.11444245058735072,0.055562639053278975,0.36,0.21599999999999997,0.1296
