,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,SalePrice,Bath,OverallQual_2,OverallQual_3,OverallQual_4,OverallQual_5,GrLivArea_2,GrLivArea_3,GrLivArea_4,GrLivArea_5,Neighborhood_2,Neighborhood_3,Neighborhood_4,Neighborhood_5,ExterQual_2,ExterQual_3,ExterQual_4,ExterQual_5,KitchenQual_2,KitchenQual_3,KitchenQual_4,KitchenQual_5,Bath_2,Bath_3,Bath_4,Bath_5,TotalBsmtSF_2,TotalBsmtSF_3,TotalBsmtSF_4,TotalBsmtSF_5,GarageCars_2,GarageCars_3,GarageCars_4,GarageCars_5,1stFlrSF_2,1stFlrSF_3,1stFlrSF_4,1stFlrSF_5,GarageArea_2,GarageArea_3,GarageArea_4,GarageArea_5,BsmtQual_2,BsmtQual_3,BsmtQual_4,BsmtQual_5,GarageFinish_2,GarageFinish_3,GarageFinish_4,GarageFinish_5,TotRmsAbvGrd_2,TotRmsAbvGrd_3,TotRmsAbvGrd_4,TotRmsAbvGrd_5,FireplaceQu_2,FireplaceQu_3,FireplaceQu_4,FireplaceQu_5,YearBuilt_2,YearBuilt_3,YearBuilt_4,YearBuilt_5
0,1.0,0.75,0.20766773162939298,0.0394961321835051,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.6666666666666666,0.375,0.5714285714285714,1.0,0.8571428571428571,0.7777777777777778,0.625,0.9492753623188406,0.8833333333333333,0.2,0.2857142857142857,0.7857142857142857,0.8,0.6666666666666666,0.1225,0.6666666666666666,0.75,1.0,0.75,0.75,0.25,1.0,0.3226691042047532,0.8333333333333334,0.0,0.0642123287671233,0.26699937616968183,1.0,1.0,1.0,1.0,0.2957843814789219,0.4135593220338983,0.41284403669724773,0.375,0.6666666666666666,0.6666666666666666,1.0,0.0,0.2,0.8333333333333334,0.6666666666666666,0.5,0.3942446043165468,0.6,1.0,1.0,0.0,0.11151736745886655,0.0,0.0,0.0,0.0,1.0,0.75,0.5,0.8,208500,0.7222222222222222,0.6049382716049383,0.4705075445816187,0.3659503124523701,0.28462802079628785,0.17044019863647844,0.0703652196205645,0.029049861311242223,0.011993062009228441,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.13168724279835387,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.13168724279835387,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.13168724279835387,0.5216049382716049,0.37671467764060357,0.27207171162932475,0.19649623617673456,0.07128866687499927,0.019034029583593064,0.005082074024814617,0.001356910594273647,0.25,0.125,0.0625,0.03125,0.08748840032686839,0.025877702377263074,0.007654220191754385,0.0022639987851215456,0.15542880803271053,0.06127696892224847,0.024158114366469186,0.009524206239442529,0.5625,0.421875,0.31640625,0.2373046875,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.13168724279835387,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.13168724279835387,0.04000000000000001,0.008000000000000002,0.0016000000000000003,0.0003200000000000001,0.9011237135055661,0.8554145396320953,0.8120239470420615,0.7708343265399279
1,0.7857142857142857,0.75,0.25559105431309903,0.0448713454392484,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.8333333333333334,0.25,0.5714285714285714,1.0,0.7142857142857143,0.6666666666666666,1.0,0.7536231884057971,0.43333333333333335,0.2,0.2857142857142857,0.2857142857142857,0.4,0.3333333333333333,0.0,0.3333333333333333,0.75,0.4,0.75,0.75,1.0,0.6666666666666666,0.4469835466179159,0.8333333333333334,0.0,0.12157534246575342,0.3936369307548347,1.0,1.0,1.0,1.0,0.4360746371803732,0.0,0.30468372766779334,0.375,0.3333333333333333,0.5,1.0,0.3333333333333333,0.6,0.8333333333333334,0.6666666666666666,0.5,0.33093525179856115,0.6,1.0,1.0,0.34772462077012833,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.5,0.8,181500,0.5277777777777778,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.13168724279835387,0.09283217390554205,0.028284452793045405,0.008617812512028804,0.0026257072405070857,0.6944444444444445,0.5787037037037038,0.4822530864197532,0.401877572016461,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.004115226337448558,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.004115226337448558,0.2785493827160494,0.1470121742112483,0.07758975861149216,0.04095015037828753,0.15495003325408652,0.06099405551049819,0.02400951280544252,0.009451030929653293,0.25,0.125,0.0625,0.03125,0.19016108919199412,0.08292442797522342,0.036161239842685544,0.015768999544391555,0.10951814088297707,0.03624341352961831,0.011994223182463614,0.003969311269016736,0.5625,0.421875,0.31640625,0.2373046875,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.13168724279835387,0.25,0.125,0.0625,0.03125,0.36,0.21599999999999997,0.1296,0.07775999999999998,0.5679479101029196,0.4280187148601713,0.322564828590274,0.24309233458977172
2,1.0,0.75,0.21725239616613418,0.052583607936619224,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.6666666666666666,0.375,0.5714285714285714,1.0,0.8571428571428571,0.7777777777777778,0.625,0.9347826086956522,0.8666666666666667,0.2,0.2857142857142857,0.7857142857142857,0.8,0.6666666666666666,0.10125,0.6666666666666666,0.75,1.0,0.75,0.75,0.5,1.0,0.22212065813528337,0.8333333333333334,0.0,0.1857876712328767,0.28696194635059263,1.0,1.0,1.0,1.0,0.3178991015894955,0.41937046004842615,0.43119266055045874,0.375,0.6666666666666666,0.5,1.0,0.3333333333333333,0.6,0.8333333333333334,0.6666666666666666,0.5,0.437410071942446,0.6,1.0,1.0,0.0,0.07678244972577697,0.0,0.0,0.0,0.0,1.0,0.75,0.5,0.8,223500,0.7222222222222222,0.6049382716049383,0.4705075445816187,0.3659503124523701,0.28462802079628785,0.18592711051258315,0.08017040545037989,0.034568890423558304,0.014905851834011379,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.13168724279835387,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.13168724279835387,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.13168724279835387,0.5216049382716049,0.37671467764060357,0.27207171162932475,0.19649623617673456,0.0823471586533204,0.02363050092359787,0.006781054538275121,0.0019459046086129483,0.25,0.125,0.0625,0.03125,0.1010598387914084,0.032126831958567977,0.010213091016545453,0.003246732458611547,0.19132757103669581,0.08368860661173456,0.03660623943880188,0.016011937826468734,0.5625,0.421875,0.31640625,0.2373046875,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.13168724279835387,0.25,0.125,0.0625,0.03125,0.36,0.21599999999999997,0.1296,0.07775999999999998,0.8738185255198488,0.8168303608120326,0.7635588155416827,0.7137615014846165
3,0.6428571428571429,0.75,0.19169329073482427,0.044637640515085654,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,0.7083333333333334,0.375,0.5714285714285714,1.0,0.8571428571428571,0.7777777777777778,0.625,0.3115942028985507,0.3333333333333333,0.2,0.2857142857142857,0.35714285714285715,0.5333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.75,0.2,0.5,1.0,0.25,0.6666666666666666,0.09872029250457039,0.8333333333333334,0.0,0.23116438356164384,0.23580786026200873,1.0,0.75,1.0,1.0,0.3320663441603317,0.36610169491525424,0.41453404152583295,0.375,0.6666666666666666,0.5833333333333334,1.0,0.3333333333333333,0.8,0.3333333333333333,0.3333333333333333,0.75,0.4618705035971223,0.6,1.0,1.0,0.0,0.06398537477148081,0.4927536231884058,0.0,0.0,0.0,1.0,0.75,0.5,0.2,140000,0.3888888888888889,0.6049382716049383,0.4705075445816187,0.3659503124523701,0.28462802079628785,0.171838471583741,0.07123289611523016,0.02952846031623616,0.012240551994924551,0.5017361111111112,0.3553964120370371,0.2517391251929013,0.17831521367830508,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.004115226337448558,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.13168724279835387,0.15123456790123457,0.05881344307270234,0.02287189452827313,0.008894625649883995,0.05560534696134704,0.013112177886081834,0.003091954610691786,0.0007291072007744822,0.5625,0.421875,0.31640625,0.2373046875,0.11026805692400786,0.03661631054041864,0.012159044377796238,0.004037609415018032,0.21332436209305936,0.09852823054945618,0.045507283462410696,0.021018471930120623,0.25,0.125,0.0625,0.03125,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.004115226337448558,0.34027777777777785,0.1984953703703704,0.11578896604938274,0.06754356352880661,0.6400000000000001,0.5120000000000001,0.4096000000000001,0.3276800000000001,0.0970909472799832,0.030252976326371573,0.009426652043724476,0.002937290129566322
4,1.0,0.75,0.268370607028754,0.0666526443712169,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,1.0,0.375,0.5714285714285714,1.0,0.8571428571428571,0.8888888888888888,0.625,0.927536231884058,0.8333333333333334,0.2,0.2857142857142857,0.7857142857142857,0.8,0.6666666666666666,0.21875,0.6666666666666666,0.75,1.0,0.75,0.75,0.75,1.0,0.2993601462522852,0.8333333333333334,0.0,0.20976027397260275,0.35714285714285715,1.0,1.0,1.0,1.0,0.3956461644782308,0.5099273607748184,0.5306615161757605,0.5,0.6666666666666666,0.75,1.0,0.3333333333333333,0.6,0.8333333333333334,0.6666666666666666,0.75,0.6014388489208633,0.6,1.0,1.0,0.22403733955659277,0.15356489945155394,0.0,0.0,0.0,0.0,1.0,0.75,0.5,0.8,250000,0.7222222222222222,0.7901234567901234,0.7023319615912207,0.624295076969974,0.5549289573066435,0.2816016447499569,0.14943515576060004,0.07929948632588095,0.04208118564565098,1.0,1.0,1.0,1.0,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.13168724279835387,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.13168724279835387,0.5216049382716049,0.37671467764060357,0.27207171162932475,0.19649623617673456,0.12755102040816327,0.04555393586005831,0.016269262807163683,0.005810451002558458,0.5625,0.421875,0.31640625,0.2373046875,0.15653588746633526,0.06193282347925151,0.02450348406487318,0.009694709486620521,0.36172868899125304,0.21755768632855219,0.13084764443933067,0.07869685665559743,0.5625,0.421875,0.31640625,0.2373046875,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.13168724279835387,0.5625,0.421875,0.31640625,0.2373046875,0.36,0.21599999999999997,0.1296,0.07775999999999998,0.860323461457677,0.7979811816419033,0.740156458334519,0.6865219323682495
5,0.42857142857142855,0.75,0.2715654952076677,0.06597490009114491,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.4583333333333333,0.375,0.5714285714285714,1.0,0.2857142857142857,0.5555555555555556,0.625,0.8768115942028986,0.75,0.2,0.2857142857142857,0.7857142857142857,0.8,0.3333333333333333,0.0,0.3333333333333333,0.75,0.8,0.75,0.75,0.25,1.0,0.33455210237659966,0.8333333333333334,0.0,0.0273972602739726,0.24828446662507797,1.0,1.0,1.0,1.0,0.2750518313752592,0.27409200968523,0.3288266537904394,0.125,0.3333333333333333,0.4166666666666667,1.0,0.0,0.2,0.8333333333333334,0.3333333333333333,0.5,0.34532374100719426,0.6,1.0,1.0,0.046674445740956826,0.054844606946983544,0.0,0.0,0.0,0.0,0.5,0.25,0.5,0.8,143000,0.5,0.308641975308642,0.1714677640603567,0.09525986892242037,0.05292214940134466,0.1081269682430175,0.03555502915185655,0.011691441261426514,0.0038444575079823544,0.21006944444444442,0.09628182870370369,0.044129171489197525,0.020225870265882198,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.004115226337448558,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.004115226337448558,0.25,0.125,0.0625,0.03125,0.06164517636729946,0.015305539734363808,0.0038001277693554556,0.0009435126963215666,0.25,0.125,0.0625,0.03125,0.07565350994288401,0.020808636459756627,0.00572345356667805,0.0015742463853060567,0.11924848610320378,0.041179333330602745,0.014220201437905986,0.004910573158413578,0.5625,0.421875,0.31640625,0.2373046875,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.004115226337448558,0.17361111111111113,0.07233796296296298,0.030140817901234573,0.012558674125514407,0.04000000000000001,0.008000000000000002,0.0016000000000000003,0.0003200000000000001,0.7687985717286284,0.6740915012982902,0.591051243891979,0.5182405834125324
6,0.7857142857142857,0.75,0.23961661341853036,0.047133609105143845,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.7916666666666666,0.375,0.5714285714285714,1.0,0.7142857142857143,0.8888888888888888,0.625,0.9565217391304348,0.9166666666666666,0.2,0.2857142857142857,0.7857142857142857,0.8,1.0,0.11625,0.6666666666666666,0.75,1.0,1.0,0.75,0.75,1.0,0.6256855575868373,0.8333333333333334,0.0,0.13570205479452055,0.5258889582033687,1.0,1.0,1.0,1.0,0.585348997926745,0.0,0.40898116851762434,0.375,0.6666666666666666,0.5833333333333334,1.0,0.3333333333333333,0.8,0.8333333333333334,0.6666666666666666,0.5,0.45755395683453237,0.6,1.0,1.0,0.2975495915985998,0.10420475319926874,0.0,0.0,0.0,0.0,1.0,0.75,0.5,0.8,307000,0.6111111111111112,0.7901234567901234,0.7023319615912207,0.624295076969974,0.5549289573066435,0.16726559620204143,0.06840847898750801,0.027977779672824377,0.011442385023120352,0.626736111111111,0.4961660879629629,0.39279815297067894,0.3109652044351208,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.13168724279835387,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.13168724279835387,0.37345679012345684,0.22822359396433475,0.1394699740893157,0.0852316508323596,0.27655919636022447,0.1454394276554393,0.07648498909141319,0.04022261123147929,0.25,0.125,0.0625,0.03125,0.34263344937384455,0.200560146247164,0.11739768062981887,0.06871861471558852,0.2093556234149371,0.09579149387906476,0.043829777055456966,0.020054487918899733,1.0,1.0,1.0,1.0,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.13168724279835387,0.34027777777777785,0.1984953703703704,0.11578896604938274,0.06754356352880661,0.6400000000000001,0.5120000000000001,0.4096000000000001,0.3276800000000001,0.9149338374291116,0.8751541053669764,0.83710392687276,0.8007081039652487
7,1.0,0.75,0.0,0.048526490453153846,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,0.5416666666666666,0.875,0.5714285714285714,1.0,0.8571428571428571,0.7777777777777778,0.75,0.7318840579710145,0.38333333333333336,0.2,0.2857142857142857,0.5714285714285714,0.6,1.0,0.15,0.3333333333333333,0.75,0.4,0.75,0.75,0.5,0.6666666666666666,0.39259597806215724,0.16666666666666666,0.021709633649932156,0.09246575342465753,0.34529008109794135,1.0,1.0,1.0,1.0,0.38251554941257776,0.47602905569007264,0.5045871559633027,0.375,0.3333333333333333,0.5833333333333334,1.0,0.6666666666666666,0.6,0.8333333333333334,0.6666666666666666,0.5,0.34820143884892085,0.6,1.0,1.0,0.2742123687281214,0.37294332723948814,0.41304347826086957,0.0,0.0,0.0,1.0,0.25,0.5,0.8,200000,0.7222222222222222,0.6049382716049383,0.4705075445816187,0.3659503124523701,0.28462802079628785,0.2546081979631344,0.12847202649515954,0.06482533447003463,0.03271003115460463,0.29340277777777773,0.1589265046296296,0.08608519000771603,0.04662947792084618,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.004115226337448558,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.004115226337448558,0.5216049382716049,0.37671467764060357,0.27207171162932475,0.19649623617673456,0.11922524010462292,0.041167292824646776,0.014214657878004983,0.004908180371475832,0.25,0.125,0.0625,0.03125,0.1463181455424062,0.05596896583118303,0.02140899971496877,0.008189275288345,0.12124424201645877,0.04221741952227773,0.014700166222145625,0.005118619029869412,0.5625,0.421875,0.31640625,0.2373046875,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.13168724279835387,0.34027777777777785,0.1984953703703704,0.11578896604938274,0.06754356352880661,0.36,0.21599999999999997,0.1296,0.07775999999999998,0.5356542743121193,0.3920368239530729,0.2869255015888432,0.20999620043821135
8,0.42857142857142855,0.25,0.16293929712460065,0.028605482717520857,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.20833333333333334,0.0,0.5714285714285714,1.0,0.2857142857142857,0.7777777777777778,0.625,0.427536231884058,0.0,0.2,0.2857142857142857,0.7142857142857143,0.5333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.75,0.2,0.5,0.75,0.25,0.8333333333333334,0.0,0.8333333333333334,0.0,0.4075342465753425,0.29694323144104806,1.0,0.75,1.0,0.5,0.35314443676572216,0.3641646489104116,0.4282955094157412,0.25,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.6,0.3333333333333333,0.3333333333333333,0.5,0.3366906474820144,0.4,1.0,1.0,0.10501750291715285,0.0,0.3713768115942029,0.0,0.0,0.0,1.0,0.75,0.5,0.2,129900,0.4444444444444444,0.6049382716049383,0.4705075445816187,0.3659503124523701,0.28462802079628785,0.18343704338568925,0.0785652619425912,0.03364914888608324,0.01441177936357114,0.04340277777777778,0.009042245370370372,0.0018838011188271608,0.0003924585664223252,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.004115226337448558,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.004115226337448558,0.19753086419753085,0.08779149519890259,0.039018442310623375,0.01734152991583261,0.08817528269865184,0.02618305337776561,0.007774880478987169,0.0023086981334983735,0.25,0.125,0.0625,0.03125,0.12471099321857913,0.04404099345866892,0.015552831829564491,0.005492396036563548,0.11336059210185807,0.03816745115371912,0.012850623841683848,0.004326684861804346,0.25,0.125,0.0625,0.03125,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.004115226337448558,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.13168724279835387,0.36,0.21599999999999997,0.1296,0.07775999999999998,0.182787229573619,0.0781481633684313,0.033411171295198897,0.014284486278382138
9,0.21428571428571427,0.75,0.1597444089456869,0.03468181074575241,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.125,0.0,0.14285714285714285,0.0,0.0,0.5555555555555556,0.75,0.4855072463768116,0.0,0.2,0.2857142857142857,0.2857142857142857,0.4,0.3333333333333333,0.0,0.3333333333333333,0.75,0.2,0.5,0.75,0.25,1.0,0.3889396709323583,0.8333333333333334,0.0,0.059931506849315065,0.30910792264504056,1.0,1.0,1.0,1.0,0.37214927436074635,0.0,0.26001931434089814,0.25,0.3333333333333333,0.4166666666666667,1.0,0.6666666666666666,0.6,0.8333333333333334,0.6666666666666666,0.25,0.1474820143884892,0.8,1.0,1.0,0.0,0.007312614259597806,0.0,0.0,0.0,0.0,1.0,0.75,0.5,0.8,118000,0.3888888888888889,0.308641975308642,0.1714677640603567,0.09525986892242037,0.05292214940134466,0.0676100438303108,0.017579917239315485,0.004571118026736548,0.0011885789750833563,0.015625,0.001953125,0.000244140625,3.0517578125e-05,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.004115226337448558,0.1111111111111111,0.03703703703703703,0.012345679012345677,0.004115226337448558,0.15123456790123457,0.05881344307270234,0.02287189452827313,0.008894625649883995,0.09554770784193238,0.029534553484514968,0.009129364473847266,0.002821958887580362,0.0625,0.015625,0.00390625,0.0009765625,0.13849508240723007,0.05154084442038243,0.019180887850985446,0.00713815349533909,0.021750944568086537,0.00320787311975377,0.0004731035896039733,6.977427040921908e-05,0.25,0.125,0.0625,0.03125,0.4444444444444444,0.2962962962962962,0.19753086419753083,0.13168724279835387,0.17361111111111113,0.07233796296296298,0.030140817901234573,0.012558674125514407,0.36,0.21599999999999997,0.1296,0.07775999999999998,0.23571728628439403,0.11444245058735072,0.055562639053278975,0.02697606388818617
